,id,name,rating,reviews,host_name,host_id,address,features,amenities,safety_rules,hourse_rules,img_links,price,country,bathrooms,beds,guests,toiles,bedrooms,studios,checkin,checkout
174,22269939,Zen Bungalows lush valley beach stay,4.96,28,Andi,7451840.0,"Tabanan Regency, Bali, Indonesia","4 guests,2 bedrooms,2 beds,2.5 bathrooms","Mountain view,Public or shared beach access,Kitchen,Wifi,Free parking on premises,Private pool,AC – split-type ductless system,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,No smoke alarm,󱠃,Pool/hot tub without a gate or lock,󱠃,Nearby lake, river, other body of water,󱠁,Carbon monoxide detector not required Show more,Show more,Show more,","Check-in: After 2:00 pm,Check out: 12:00 pm,No pets,No parties or events,󱤇,Smoking is allowed",https://a0.muscache.com/im/pictures/eae4b9d7-9b5a-4501-bb0a-91fe7cad0e10.jpg?im_w=720 https://a0.muscache.com/im/pictures/12704c90-3718-4b93-95b2-80d010159008.jpg?im_w=720 https://a0.muscache.com/im/pictures/1159e2c8-7d4c-47d1-9caa-c7d05af09c33.jpg?im_w=720 https://a0.muscache.com/im/pictures/ee6afbc1-5cf1-4ec5-82e7-31e88c35a998.jpg?im_w=720 https://a0.muscache.com/im/pictures/dd6c7604-0283-46be-b2db-433718389a1d.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,8584, Indonesia,2,2,4,0,2,0, After 2 00 pm, 12 00 pm
175,50108946,Camp Lipovo mountain cabin 2,5.0,22,Robin En Loes,340045790.0,"Lipovska Bistrica, Opština Kolašin, Montenegro","3 guests,1 bedroom,2 beds,1 bathroom","Garden view,Mountain view,Waterfront,Kitchen,Wifi,Free parking on premises,Pets allowed,Private patio or balcony,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠃,Security camera/recording device Show more,Smoke alarm,Show more,Show more,","Check-in: After 2:00 pm,Check out: 11:00 am,No smoking,Pets are allowed",https://a0.muscache.com/im/pictures/miso/Hosting-50108946/original/68e363a9-3c0c-4ff4-8974-9bbcb1e8d409.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-50108946/original/3b80a621-1fa5-45cc-ad6f-411c9792390e.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-50108946/original/e246f7fd-617c-4f07-859c-f5f9561535b5.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-50108946/original/a9dc2bb9-2c50-46c0-913a-5d69cabb6fcd.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-50108946/original/3bafc1ed-b375-4a16-bae9-e0f24c9d8313.jpeg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,3890, Montenegro,1,2,3,0,1,0, After 2 00 pm, 11 00 am
176,14904173,Glamping villa in Camp Korita,4.75,123,Camp Korita,93587386.0,"Soča, Tolmin, Slovenia","2 guests,1 bedroom,2 beds,1 bathroom","Mountain view,River view,Kitchen,Wifi,Pets allowed,Hair dryer,Fire pit,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 2:00 pm - 8:00 pm,Check out: 10:00 am,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",https://a0.muscache.com/im/pictures/miso/Hosting-14904173/original/24579f57-7ce1-4bab-a773-7092313b3e87.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-14904173/original/fae776b7-9586-4382-a317-8160698e7fbe.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-14904173/original/ead6d94e-2c02-4598-a196-8b0da282a356.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-14904173/original/a92a39bf-040f-4478-be8f-3524f751ef4e.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-14904173/original/bbffa02a-80ba-4904-b2fc-9d398ea446c2.jpeg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,5478, Slovenia,1,2,2,0,1,0, 2 00 pm - 8 00 pm, 10 00 am
177,621034450592763183,Boutique A-frame cabin in Bohemian Switzerland,New,2,Klara,624805.0,"Chřibská, Ústecký kraj, Czechia","2 guests,1 bedroom,1 bed,1 bathroom","Garden view,Valley view,Kitchen,Wifi,Free parking on premises,Pets allowed,Central air conditioning,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 3:00 pm,Check out: 11:00 am,Self check-in with lockbox,Not suitable for infants (under 2 years),No smoking,No parties or events,Pets are allowed",https://a0.muscache.com/im/pictures/miso/Hosting-621034450592763183/original/300c9969-8537-4783-8eda-68a40e67fb52.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-621034450592763183/original/1c58fcd9-98ac-40f9-9558-d857e8442f84.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-621034450592763183/original/83c52305-9694-49f6-89f5-9470915c6622.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-621034450592763183/original/8221424d-b769-419d-b746-57d936022956.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-621034450592763183/original/e15b7ac5-8411-4a46-a0f6-18c5cbf832c8.jpeg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,14700, Czechia,1,1,2,0,1,0, After 3 00 pm, 11 00 am
178,597832524710735005,Dream Tiny House 2📍Foça Road/A-frames with a fireplace,5.0,5,Umut,367182567.0,"Aliağa, İzmir, Turkey","3 guests,1 bedroom,1 bed,1 bathroom","Valley view,Garden view,Kitchen,Free parking on premises,Pets allowed,Private patio or balcony,Private backyard – Fully fenced,Indoor fireplace: wood-burning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 2:00 pm,Check out: 12:00 pm,Self check-in with lockbox,No smoking,Pets are allowed",https://a0.muscache.com/im/pictures/miso/Hosting-597832524710735005/original/5d761e3d-5225-4a1d-98ad-d8f744de1230.jpeg?im_w=720 https://a0.muscache.com/im/pictures/7a7c4033-e142-46d0-bcd8-c75e4d9823b8.jpg?im_w=720 https://a0.muscache.com/im/pictures/ed09daf4-b0ae-4dc2-8500-3487fb7295e6.jpg?im_w=720 https://a0.muscache.com/im/pictures/e097205b-c938-412c-b857-d52cca11cc75.jpg?im_w=720 https://a0.muscache.com/im/pictures/1b4f124c-7eab-4d1b-9baa-ee5a8fa468e7.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,4134, Turkey,1,1,3,0,1,0, After 2 00 pm, 12 00 pm
179,52464662,Cays is quiet and peaceful on the edge of the city,New,2,Fatih,374071187.0,"Fethiye, Muğla, Turkey","2 guests,1 bedroom,2 beds,1 bathroom","Mountain view,Sea view,Public or shared beach access,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private pool,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 4:00 pm - 8:00 pm,Check out: 10:00 am,Not suitable for infants (under 2 years),No smoking,No pets",https://a0.muscache.com/im/pictures/5f9450f1-7ba2-4526-b310-eb2e30aed053.jpg?im_w=720 https://a0.muscache.com/im/pictures/0d903481-feb9-45cc-a3e3-3ea463c0623b.jpg?im_w=720 https://a0.muscache.com/im/pictures/ff7c7b25-4ccd-43e6-9358-7ca921d92247.jpg?im_w=720 https://a0.muscache.com/im/pictures/2ecc8537-8ad2-4b77-a9eb-2e63d4f91cbc.jpg?im_w=720 https://a0.muscache.com/im/pictures/b0861781-84b5-44fe-a985-c4f5b05f7976.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg https://a0.muscache.com/im/pictures/96a4ef5e-cab0-4cd2-9bd7-6255fca96547.jpg?im_w=720,10805, Turkey,1,2,2,0,1,0, 4 00 pm - 8 00 pm, 10 00 am
180,22619183,"Unique cabin High Coast, sea and forest view",4.97,90,Johan,57229790.0,"Kramfors N, Västernorrlands län, Sweden","4 guests,2 bedrooms,1 bed,1.5 bathrooms","Lake access,Kitchen,Free parking on premises,Pets allowed,Central air conditioning,AC – split-type ductless system,Private patio or balcony,Private backyard – Not fully fenced,Indoor fireplace: wood-burning,Children’s books and toys,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,Nearby lake, river, other body of water,󱠃,Climbing or play structure,󱠁,Carbon monoxide detector not required Show more,Smoke alarm,Show more,Show more,","Check-in: After 3:00 pm,Check out: 11:00 am,Self check-in with lockbox,No smoking,No parties or events,Pets are allowed,Show more,Show more,",https://a0.muscache.com/im/pictures/6278df47-d6ce-4f09-b87b-bb1a22b0b000.jpg?im_w=720 https://a0.muscache.com/im/pictures/d2353e73-bd4b-4e21-9189-c3b71becef91.jpg?im_w=720 https://a0.muscache.com/im/pictures/fb0f2f1d-aa25-4ba1-a308-51f635c213b8.jpg?im_w=720 https://a0.muscache.com/im/pictures/18bfe794-3bd0-45e6-a352-5ecbd7f0c60d.jpg?im_w=720 https://a0.muscache.com/im/pictures/290ca381-f636-454f-8c75-93d91ae514eb.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,10357, Sweden,1,1,4,0,2,0, After 3 00 pm, 11 00 am
181,45633682,Fairytale Cottage,4.84,68,Martin,199028955.0,"Zalaszántó, Hungary","4 guests,2 bedrooms,4 beds,2 bathrooms","Mountain view,Valley view,Kitchen,Wifi – 33 Mbps,Free parking on premises,Pets allowed,Free washer – In unit,Bath,Private patio or balcony,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,No smoke alarm,Carbon monoxide alarm,Show more,Show more,","Check-in: 2:00 pm - 10:00 pm,Check out: 11:00 am,No smoking,No parties or events,Pets are allowed",https://a0.muscache.com/im/pictures/46bed077-437d-4bef-b578-f86719a28ec0.jpg?im_w=720 https://a0.muscache.com/im/pictures/9878bf35-f962-4ce2-98f7-aa58d6967798.jpg?im_w=720 https://a0.muscache.com/im/pictures/fef40bbc-bd91-4d63-82ff-198182cf0230.jpg?im_w=720 https://a0.muscache.com/im/pictures/31f81d4c-60b5-470d-a174-858c4de3ef60.jpg?im_w=720 https://a0.muscache.com/im/pictures/73ebd1f2-e254-46d4-aef3-9b7bfcda1166.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,4734, Hungary,2,4,4,0,2,0, 2 00 pm - 10 00 pm, 11 00 am
182,54139371,Awandaru Village Triangular House,New,0,Awandaru,438907148.0,"Pajangan, Special Region of Yogyakarta, Indonesia","4 guests,1 bedroom,1 bed,1.5 bathrooms","Pool view,Garden view,Kitchen,Air conditioning,Bath,Private backyard – Not fully fenced,Children’s books and toys for ages 5–10 years old and 10+ years old,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,No smoke alarm,󱠃,Security camera/recording device Show more,󱠃,Pool/hot tub without a gate or lock,󱠃,Climbing or play structure,Show more,Show more,","Check-in: After 2:00 pm,Check out: 12:00 pm,No smoking,No pets",https://a0.muscache.com/im/pictures/5ef3761c-42b3-4955-a14b-d758c69eb586.jpg?im_w=720 https://a0.muscache.com/im/pictures/f44dc78a-ef3d-4017-b23f-5498fbacd75f.jpg?im_w=720 https://a0.muscache.com/im/pictures/57fc7e73-1649-4367-8fe3-811515369bf7.jpg?im_w=720 https://a0.muscache.com/im/pictures/39e50966-bfa3-48ff-a93d-ad65d6810636.jpg?im_w=720 https://a0.muscache.com/im/pictures/dcc439f3-3c27-4edd-b931-e11ede49d8b8.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,3807, Indonesia,1,1,4,0,1,0, After 2 00 pm, 12 00 pm
183,52160856,Forest (FoRest. Forest & Relax) -Activities,4.96,26,석운,404136873.0,"Hajang-myeon, Samcheog, Gangwon Province, South Korea","6 guests,2 bedrooms,1 bathroom","Courtyard view,Garden view,Waterfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,55"" HDTV,Window AC unit,Security cameras on property","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,Security camera/recording device Show more,󱠃,Nearby lake, river, other body of water,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: 3:00 pm - 9:00 pm,Check out: 11:00 am,No pets,󱤇,Smoking is allowed",https://a0.muscache.com/im/pictures/63a9e76b-10bf-4d8c-bbdc-fc9587a1649a.jpg?im_w=720 https://a0.muscache.com/im/pictures/59c5f389-9873-4dbe-9721-83346c35719b.jpg?im_w=720 https://a0.muscache.com/im/pictures/45dc6936-85a0-4896-8aa5-6a43a7b7a6c6.jpg?im_w=720 https://a0.muscache.com/im/pictures/4b2d1d78-3988-4e14-af85-37af77ef11aa.jpg?im_w=720 https://a0.muscache.com/im/pictures/1deb1c58-7312-40c2-af4d-a33e4e13778b.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg https://a0.muscache.com/im/pictures/8a4c3d5d-e20c-4c9c-bf15-c5b0ba214e17.jpg?im_w=720,9094, South Korea,1,0,6,0,2,0, 3 00 pm - 9 00 pm, 11 00 am
184,631758320683246355,"Seehütte ""Strandhaus"" directly in Lake Neusied",New,0,Laila,156081798.0,"Rust, Burgenland, Austria","4 guests,1 bedroom,1 bed,1 bathroom","Lake view,Sea view,Private beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,HDTV with Amazon Prime Video, Apple TV, Netflix,Central air conditioning,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,No carbon monoxide alarm,󱠃,Nearby lake, river, other body of water,Smoke alarm,Show more,Show more,","Check-in: After 3:00 pm,Check out: 10:00 am,Self check-in with lockbox,Not suitable for children and infants,No smoking,No pets,No parties or events",https://a0.muscache.com/im/pictures/miso/Hosting-631758320683246355/original/4ef3e46d-14c5-4315-b0e0-168b3a3cda38.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-631758320683246355/original/b71285da-d59c-49e5-a294-acc085c3db3e.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-631758320683246355/original/c0b2786b-e828-4b09-9eae-2eaf5740c59e.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-631758320683246355/original/213fb14e-9a7d-49b1-88ee-2552bdccdd7c.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-631758320683246355/original/3e753042-2432-4d03-ac39-95752ff1d96c.jpeg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg https://a0.muscache.com/im/pictures/miso/Hosting-631758320683246355/original/7b121aff-753b-470a-a05d-cd104a814fd1.jpeg?im_w=720,23023, Austria,1,1,4,0,1,0, After 3 00 pm, 10 00 am
185,627587919135702957,Lika Sunset Bojana,5.0,9,Jurica,54227097.0,"Ličko Lešće, Lika-Senj County, Croatia","2 guests,1 bedroom,1 bed,1 private bathroom","Kitchen,Wifi,Free parking on premises,Shared hot tub,TV,Fire pit,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 1:00 pm - 12:00 am,Check out: 10:00 am",https://a0.muscache.com/im/pictures/miso/Hosting-626943124217531356/original/3d974ce6-4a5f-47e8-8cc6-8b5766b6a4a8.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-626943124217531356/original/60d94ee1-eae5-4a88-83dd-ba1d14918135.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-626943124217531356/original/b7765d29-c5ef-42b3-aa91-6272d8b13926.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-626943124217531356/original/46b879ff-0b7d-4022-af2c-67edcd839cc3.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-626943124217531356/original/2425619c-02b9-40c6-924e-a8882f5d1c45.jpeg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,6034, Croatia,1,1,2,0,1,0, 1 00 pm - 12 00 am, 10 00 am
186,50120859,Double  Cabin in mestia,4.7,10,Tatia,80636603.0,"Mestia, Samegrelo-Zemo Svaneti, Georgia","2 guests,1 bedroom,1 bed,1 bathroom","Wifi,Free parking on premises,Pets allowed,Paid washing machine,Paid dryer,Bath,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 2:00 pm,Self check-in with building staff,No smoking,Pets are allowed",https://a0.muscache.com/im/pictures/277122ee-078a-4a7d-a3cd-dda28d27817a.jpg?im_w=720 https://a0.muscache.com/im/pictures/80a5dbf4-d190-4d4c-8583-4c01002ff2d9.jpg?im_w=720 https://a0.muscache.com/im/pictures/daa9eef5-1e44-4557-9099-44645fed8e09.jpg?im_w=720 https://a0.muscache.com/im/pictures/263a6cec-25bc-40de-8f16-5b4d6a980e21.jpg?im_w=720 https://a0.muscache.com/im/pictures/3e8c554f-b261-46a6-9148-65fd775dd8fd.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,4643, Georgia,1,1,2,0,1,0, After 2 00 pm,NA
187,53764660,"Circle, quiet and peaceful on the edge of the city",New,1,Fatih,374071187.0,"Fethiye, Muğla, Turkey","2 guests,1 bedroom,2 beds,1 bathroom","Beach access,Kitchen,Wifi,Free parking on premises,Private pool,TV,Washing machine,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 3:00 pm - 8:00 pm,Check out: 11:00 am",https://a0.muscache.com/im/pictures/5119496e-4088-4581-b771-8e1159c1c14f.jpg?im_w=720 https://a0.muscache.com/im/pictures/c38453e9-ddac-4e60-bd92-7383c016a8ed.jpg?im_w=720 https://a0.muscache.com/im/pictures/ff7c7b25-4ccd-43e6-9358-7ca921d92247.jpg?im_w=720 https://a0.muscache.com/im/pictures/f2b02613-0f1a-4fc7-a433-251f06bae628.jpg?im_w=720 https://a0.muscache.com/im/pictures/52c7b792-6800-4f6e-b55b-b0b07a482888.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,8246, Turkey,1,2,2,0,1,0, 3 00 pm - 8 00 pm, 11 00 am
188,577223412404400397,"pool 
🏊jacuzzi
⛲large garden
🌴barbecue
🍖isolated holiday 👏👏👏",New,1,Mustafa,428424899.0,"Fethiye, Muğla, Turkey","2 guests,1 bedroom,1 bed,1 bathroom","Garden view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private pool,Private hot tub,HDTV,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","No smoking,No pets,No parties or events",https://a0.muscache.com/im/pictures/47519dfa-e432-45ee-bb97-e4d92b07f327.jpg?im_w=720 https://a0.muscache.com/im/pictures/9d2305eb-4d2e-49e0-8425-26b462c7a8e6.jpg?im_w=720 https://a0.muscache.com/im/pictures/a20dba0a-b59d-450c-bb53-d22701c5aa8e.jpg?im_w=720 https://a0.muscache.com/im/pictures/0ac004d9-ab24-4cd6-87b9-fd3686cde44d.jpg?im_w=720 https://a0.muscache.com/im/pictures/cdc0e69e-d759-46ef-b7a0-a878728319c4.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,5908, Turkey,1,1,2,0,1,0,NA,NA
189,561330146459128773,Bungalow with Private Pool and Garden in Fethiye,New,1,Tamer,441414894.0,"Fethiye, Muğla, Turkey","2 guests,1 bedroom,1 bed,1 bathroom","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private outdoor pool – available seasonally, open 24 hours,Private hot tub,TV,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 4:00 pm,Check out: 10:00 am,Self check-in with building staff,No smoking,No pets,No parties or events",https://a0.muscache.com/im/pictures/miso/Hosting-561330146459128773/original/0ea59aa7-40c9-408c-8c37-a9f122aea207.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-561330146459128773/original/864d84e3-7fc0-4f38-ba22-660763ad21fc.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-561330146459128773/original/3f3a4440-f36d-48f7-b4ca-be6a2edf3988.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-561330146459128773/original/e1d1b223-a2c9-4fc3-a8e2-7121256221fd.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-561330146459128773/original/89437ad5-7d97-4953-b7f8-f0295f284fde.jpeg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,6589, Turkey,1,1,2,0,1,0, After 4 00 pm, 10 00 am
190,50609309,Tana dell 'Lupo,New,0,Larisa,297867380.0,"Colibița, Bistrița-Năsăud County, Romania","6 guests,3 bedrooms,3 beds,1 bathroom","Courtyard view,Mountain view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",Not Available,Not Available,https://a0.muscache.com/im/pictures/eb5307d6-5971-45d1-9667-439ec574804b.jpg?im_w=720 https://a0.muscache.com/im/pictures/761d9b2f-2373-460a-8f26-9774c7b67847.jpg?im_w=720 https://a0.muscache.com/im/pictures/3443f410-68a9-49ea-addd-616216ffc857.jpg?im_w=720 https://a0.muscache.com/im/pictures/ba03d921-2f48-43a3-b8f7-ced912552b32.jpg?im_w=720 https://a0.muscache.com/im/pictures/0339377b-f6d4-47a6-88c3-a0b544d2d4e6.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,12990, Romania,1,3,6,0,3,0,NA,NA
191,51585933,Charming 1-Bedroom Cabin near Kilimanjaro Airport,4.94,33,Nathaniel,417588160.0,"Arusha, Arusha Region, Tanzania","2 guests,1 bedroom,2 beds,1 private bathroom","Garden view,Mountain view,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV with standard cable/satellite,Shared patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,No carbon monoxide alarm,󱠃,No smoke alarm,Show more,Show more,","No smoking,Pets are allowed,Show more,Show more,",https://a0.muscache.com/im/pictures/b7a99637-eab1-4496-8f05-be4e3588078a.jpg?im_w=720 https://a0.muscache.com/im/pictures/27b32f43-272b-44c9-aba8-162f6e5bf54e.jpg?im_w=720 https://a0.muscache.com/im/pictures/7f9fb325-4c31-4ba9-b3ed-b2cc23e45712.jpg?im_w=720 https://a0.muscache.com/im/pictures/6270a378-d44f-4f86-aa8c-c09fe544eb10.jpg?im_w=720 https://a0.muscache.com/im/pictures/b58f34c1-24d6-45c6-ba82-87c9e8c6b4da.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,4551, Tanzania,1,2,2,0,1,0,NA,NA
192,621363128609950009,A  House with outdoor hot tub,5.0,8,Mark,38231259.0,"Cassibile, Sicilia, Italy","3 guests,2 bedrooms,2 beds,1 bathroom","Kitchen,Wifi,Free carport on premises,Private hot tub,Sauna,Pets allowed,TV,EV charger,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,No smoke alarm,󱠃,Pool/hot tub without a gate or lock,󱠁,Carbon monoxide detector not required Show more,Show more,Show more,","Check-in: After 3:00 pm,Pets are allowed",https://a0.muscache.com/im/pictures/41a55ef0-9cd8-4131-ac15-976b5c3048ca.jpg?im_w=720 https://a0.muscache.com/im/pictures/f82eb0a8-b110-4d9f-8db2-20af3eb378c7.jpg?im_w=720 https://a0.muscache.com/im/pictures/5946ca4b-b31c-4490-8a3b-b7f93e232a86.jpg?im_w=720 https://a0.muscache.com/im/pictures/0b88659f-ae18-4248-a92d-ab9e7f46ee19.jpg?im_w=720 https://a0.muscache.com/im/pictures/899053d2-8cfb-4c2c-b106-ea689a7b85c3.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,7773, Italy,1,2,3,0,2,0, After 3 00 pm,NA
193,6512620,Villa Sunnyside Gartenhaus,4.99,124,Harriet,25849825.0,"Dresden, Sachsen, Germany","2 guests,2 beds,1 bathroom","Kitchen,Wifi,Free parking on premises,TV,Patio or balcony,Garden,Cot,Travel cot,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 4:00 pm,Check out: 11:00 am,No pets,No parties or events",https://a0.muscache.com/im/pictures/81910048/12d8cfd9_original.jpg?im_w=720 https://a0.muscache.com/im/pictures/81909535/57edbfb9_original.jpg?im_w=720 https://a0.muscache.com/im/pictures/81909645/f1372cfb_original.jpg?im_w=720 https://a0.muscache.com/im/pictures/81910084/c6cca76e_original.jpg?im_w=720 https://a0.muscache.com/im/pictures/81910120/4fc5c9a4_original.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,5072, Germany,1,2,2,0,0,0, After 4 00 pm, 11 00 am
